,nome,verso
3919,Judas,"(EI! Quem é você? Vamos, responda!)"
3920,Judas,"(Eu sou, eu sou Judas)"
3921,Judas,Parte de um plano secreto
3922,Judas,Amigo fiel de Jesus
3923,Judas,Eu fui escolhido por ele
3924,Judas,Para pregá-lo na cruz
3925,Judas,Cristo morreu como um homem
3926,Judas,Um mártir da salvação
3927,Judas,"Deixando pra mim, seu amigo"
3928,Judas,O sinal da traição
3929,Judas,Mas é que lá em cima
3930,Judas,Lá na beira da piscina
3931,Judas,Olhando os simples mortais
3932,Judas,Das alturas fazem escrituras
3933,Judas,E não me perguntam se é pouco ou demais
3934,Judas,Mas é que lá em cima
3935,Judas,Lá na beira da piscina
3936,Judas,Olhando os simples mortais
3937,Judas,Das alturas fazem escrituras
3938,Judas,E não me perguntam se é pouco ou demais
3939,Judas,Se eu não o tivesse traído
3940,Judas,Morreria cercado de luz
3941,Judas,E o mundo hoje então não teria
3942,Judas,A marca sagrada da cruz
3943,Judas,E para provar que me amava
3944,Judas,Pediu outro gesto de amor
3945,Judas,Pediu que o traísse com um beijo
3946,Judas,Que minha boca então marcou
3947,Judas,Mas é que lá em cima
3948,Judas,Lá na beira da piscina
3949,Judas,Olhando os simples mortais
3950,Judas,Das alturas fazem escrituras
3951,Judas,E não me perguntam se é pouco ou demais
3952,Judas,É que lá em cima
3953,Judas,Lá na beira da piscina
3954,Judas,Olhando os simples mortais
3955,Judas,Das alturas fazem escrituras
3956,Judas,E não me perguntam se é pouco ou demais
3957,Judas,Mas é que lá em cima
3958,Judas,Lá na beira da piscina
3959,Judas,Olhando os simples mortais
3960,Judas,Das alturas fazem escrituras
3961,Judas,"Nunca me perguntam se é pouco ou demais, não, não, não, não"
3962,Judas (Versão Alternativa),Parte de um plano secreto
3963,Judas (Versão Alternativa),Combinaram Judas e Jesus
3964,Judas (Versão Alternativa),E que o primeiro traíra
3965,Judas (Versão Alternativa),O amigo levado a cruz
3966,Judas (Versão Alternativa),Judas morreu como homem
3967,Judas (Versão Alternativa),De fogo blasfemo o punhal
3968,Judas (Versão Alternativa),"Deixando Jesus seu amigo, pra dar frutos no local"
3969,Judas (Versão Alternativa),Mas nada com nada
3970,Judas (Versão Alternativa),Ouviu romper da madrugada
3971,Judas (Versão Alternativa),Não teve memoriais
3972,Judas (Versão Alternativa),Vida ou morte Judas Iscariotes
3973,Judas (Versão Alternativa),Deixa pra vocês uma dúvida a mais
3974,Judas (Versão Alternativa),Nada com nada
3975,Judas (Versão Alternativa),Ouviu romper da madrugada
3976,Judas (Versão Alternativa),Não teve memoriais
3977,Judas (Versão Alternativa),Vida ou morte Judas Iscariotes
3978,Judas (Versão Alternativa),Deixa pra vocês uma dúvida a mais
3979,Judas (Versão Alternativa),Parte de um plano secreto
3980,Judas (Versão Alternativa),Combinaram Judas e Jesus
3981,Judas (Versão Alternativa),E que o primeiro traíra
3982,Judas (Versão Alternativa),O amigo levado a cruz
3983,Judas (Versão Alternativa),Judas morreu como homem
3984,Judas (Versão Alternativa),De fogo blasfemo o punhal
3985,Judas (Versão Alternativa),"Deixando Jesus seu amigo, pra dar frutos no local"
3986,Judas (Versão Alternativa),Mas nada com nada
3987,Judas (Versão Alternativa),Ouviu romper da madrugada
3988,Judas (Versão Alternativa),Não teve memoriais
3989,Judas (Versão Alternativa),Vida ou morte Judas Iscariotes
3990,Judas (Versão Alternativa),Deixa pra vocês uma dúvida a mais
3991,Judas (Versão Alternativa),Nada com nada
3992,Judas (Versão Alternativa),Ouviu romper da madrugada
3993,Judas (Versão Alternativa),Não teve memoriais
3994,Judas (Versão Alternativa),Vida ou morte Judas Iscariotes
3995,Judas (Versão Alternativa),Deixa pra vocês uma dúvida a mais
3996,Judas (Versão Alternativa),Nada com nada
3997,Judas (Versão Alternativa),Ouviu romper da madrugada
3998,Judas (Versão Alternativa),Não teve memoriais
3999,Judas (Versão Alternativa),Vida ou morte Judas Iscariotes
4000,Judas (Versão Alternativa),Deixa pra vocês uma dúvida a mais
4001,Just Because,"Well, well, well"
4002,Just Because,Just because you think you're so pretty
4003,Just Because,And just because your momma thinks you're hot
4004,Just Because,"Well, just because you think you've got something"
4005,Just Because,That nobody has got
4006,Just Because,You've caused me to spend all my money
4007,Just Because,You laughed and called me old Santa Claus
4008,Just Because,"Well, I'm telling you"
4009,Just Because,"Baby, I'm through with you"
4010,Just Because,"Because, well well, just, because"
4011,Just Because,"Well, well, well"
4012,Just Because,Just because you think you're so pretty
4013,Just Because,And just because your momma thinks you're the
4014,Just Because,"Hottest thing in town, well, just because"
4015,Just Because,You think you've got something
4016,Just Because,That nobody has got
4017,Just Because,You've caused me to lose all my women
4018,Just Because,"And now, now you say we are through"
4019,Just Because,"Well, I'm telling you"
4020,Just Because,"Baby, I'm through with you"
4021,Just Because,"Because, well well, just, because"
4022,Kansas City,"I'm goin' to Kansas City, Kansas City, here I come"
4023,Kansas City,"Yes, goin' to Kansas City, Kansas City, here I come"
4024,Kansas City,They got a crazy way a-lovin' an' a I wanna get me some
4025,Kansas City,"I was standing on the corner, of 12th Street and Vine"
4026,Kansas City,"Yeah, standing on the corner, of 12th Street and Vine"
4027,Kansas City,With my Kansas City woman an a bottle of Kansas City wine
4028,Kansas City,"Well I might take a plane, I might take a train"
4029,Kansas City,"If I have to walk, I'm going there just the same"
4030,Kansas City,"I'm going to, Kansas City, Kansas City, here I come"
4031,Kansas City,They got a crazy way a-lovin' an I wanna get me some
4032,Kansas City,Oh yeah
4033,Kansas City,"Keep your hands off of her, don't belong to you"
4034,Kansas City,"Keep your hands off of her, don't belong to you"
4035,Kansas City,"She's mine all mine, no matter what she do"
4036,Kansas City,"Well I might take a plane, I might take a train"
4037,Kansas City,"If I have to walk, I'm goin' there just the same"
4038,Kansas City,"I'm goin' to Kansas City, Kansas City, here I come"
4039,Kansas City,They got a crazy way a-lovin' an I wanna get me some
4040,Kansas City,They got a crazy way a-lovin' an I wanna get me some
4041,Kansas City,They got a crazy way a-lovin' an I wanna get me some!
4042,Kansas City,Yeah!
4043,Lena,"Facilitadora leal,"
4044,Lena,"Do meu dom,"
4045,Lena,Dom de amar e morrer por você
4046,Lena,"Do meu alcoolismo somente eu sei,"
4047,Lena,"Eu e você, meu amor"
4048,Lena,"Com certeza tomo um porre de tua beleza,"
4049,Lena,De ser como é
4050,Lena,Se não for muito abusado
4051,Lena,Vou pedir pra você bater uma fotografia do seu 'astrista' aqui
4052,Lena,"Só por 24 horas,"
4053,Lena,Só por 24 horas
4054,Lena,Fique junto de mim
4055,Lena,"Respire meu cangote e o seu ar,"
4056,Lena,"Me lamba com sua língua de tamanduá,"
4057,Lena,"25 horas por dia serena,"
4058,Lena,Eu te amo Lena
4059,Lena,"Lena, Lena, Lena"
4060,Lena,"Lena, Lena, Lena"
4061,Lena,"Lena, Lena, Lena"
4062,Lena,Lena!
4063,"Let Me Sing, Let Me Sing",Uah-bap-lu-bap-lah-bein-bum!!!
4064,"Let Me Sing, Let Me Sing","Let me sing, let me sing"
4065,"Let Me Sing, Let Me Sing",Let me sing my rock'n'roll
4066,"Let Me Sing, Let Me Sing","Let me sing, let me swing"
4067,"Let Me Sing, Let Me Sing","Let me sing my blues and go, say"
4068,"Let Me Sing, Let Me Sing",Não vim aqui tratar dos seu problemas
4069,"Let Me Sing, Let Me Sing",O seu Messias ainda não chegou
4070,"Let Me Sing, Let Me Sing",Eu vim rever a moça de Ipanema
4071,"Let Me Sing, Let Me Sing",E vim dizer que o sonho
4072,"Let Me Sing, Let Me Sing",O sonho terminou
4073,"Let Me Sing, Let Me Sing",Eu vim rever a moça de Ipanema
4074,"Let Me Sing, Let Me Sing",Ei dizer que o sonho
4075,"Let Me Sing, Let Me Sing",O sonho terminou
4076,"Let Me Sing, Let Me Sing","Let me sing, let me sing"
4077,"Let Me Sing, Let Me Sing",Let me sing my rock'n'roll
4078,"Let Me Sing, Let Me Sing","Let me sing, let me swing"
4079,"Let Me Sing, Let Me Sing","Let me sing my blues and go, say"
4080,"Let Me Sing, Let Me Sing",Tenho 48 quilo certo
4081,"Let Me Sing, Let Me Sing",48 quilo de baião
4082,"Let Me Sing, Let Me Sing",Num vou cantar como a cigarra canta
4083,"Let Me Sing, Let Me Sing",Mas desse meu canto eu não lhe abro mão
4084,"Let Me Sing, Let Me Sing",Num vou cantar como a cigarra canta
4085,"Let Me Sing, Let Me Sing",Mas desse meu canto eu não lhe abro mão
4086,"Let Me Sing, Let Me Sing","Let me sing, let me sing"
4087,"Let Me Sing, Let Me Sing",Let me sing my rock'n'roll
4088,"Let Me Sing, Let Me Sing","Let me sing, let me swing"
4089,"Let Me Sing, Let Me Sing","Let me sing my blues and go, say"
4090,"Let Me Sing, Let Me Sing",Não quero ser o dono da verdade
4091,"Let Me Sing, Let Me Sing","Pois a verdade não tem dono, não"
4092,"Let Me Sing, Let Me Sing","Se o ""V"" de verde é o verde da verdade"
4093,"Let Me Sing, Let Me Sing","Dois e dois são cinco, n'é mais quatro, não"
4094,"Let Me Sing, Let Me Sing","Se o ""V"" de verde é o verde da verdade"
4095,"Let Me Sing, Let Me Sing","Dois e dois são cinco, n'é mais quatro, não"
4096,"Let Me Sing, Let Me Sing","Let me sing, let me sing"
4097,"Let Me Sing, Let Me Sing",Let me sing my rock'n'roll
4098,"Let Me Sing, Let Me Sing","Let me sing, let me swing"
4099,"Let Me Sing, Let Me Sing","Let me sing my blues and go, say"
4100,"Let Me Sing, Let Me Sing",Num vim aqui querendo provar nada
4101,"Let Me Sing, Let Me Sing",Num tenho nada pra dizer também
4102,"Let Me Sing, Let Me Sing",Só vim curtir meu rockzinho antigo
4103,"Let Me Sing, Let Me Sing",Que não tem perigo de assustar ninguém
4104,"Let Me Sing, Let Me Sing",Só vim curtir meu rockzinho antigo
4105,"Let Me Sing, Let Me Sing",Que não tem perigo de assustar ninguém
4106,"Let Me Sing, Let Me Sing","Let me sing, Let me sing"
4107,"Let Me Sing, Let Me Sing","Let me sing, my rock'n'roll"
4108,"Let Me Sing, Let Me Sing","Let me sing, let me swing"
4109,"Let Me Sing, Let Me Sing","Let me sing my blues and go, go!"
4110,"Let Me Sing, Let Me Sing","Let me sing, Let me sing"
4111,"Let Me Sing, Let Me Sing","Let me sing, my rock'n'roll"
4112,"Let Me Sing, Let Me Sing","Let me sing, let me swing"
4113,"Let Me Sing, Let Me Sing",Let me sing my blues and go
4114,Liberdade,"Nascer horrendo, triste, cego e louco"
4115,Liberdade,"Sem mãe, sem pai, sem fé, sem nada"
4116,Liberdade,"Um pouco de lama, abandonado no caminho"
4117,Liberdade,"Sem ter de meu, um gesto de carinho"
4118,Liberdade,"Nascer assim, até aguento"
4119,Liberdade,Desde que eu possa
4120,Liberdade,Nascer livre
4121,Liberdade,Nascer livre
4122,Liberdade,"Viver desconhecido, iludido, desprezado"
4123,Liberdade,"Beber do ódio, amargo vinho"
4124,Liberdade,"Viver sem um amor, viver sozinho"
4125,Liberdade,"Viver assim, até aguento"
4126,Liberdade,Desde que eu possa
4127,Liberdade,Viver livre
4128,Liberdade,Viver livre
4129,Liberdade,Morrer ser o momento da partida
4130,Liberdade,Brotar uma lágrima mesmo que fedida
4131,Liberdade,Morrer abandonado no caminho
4132,Liberdade,Sem ter de meu um gesto de carinho
4133,Liberdade,"Morrer assim, até aguento"
4134,Liberdade,Nada me importa
4135,Liberdade,Mas tem que ser livre
4136,Liberdade,Tenho que ser
4137,Liberdade,Tem que ser livre
4138,Liberdade,Tenho que ser
4139,Liberdade,Tem que ser livre
4140,Loba,Se você quiser brincar-car
4141,Loba,De papai e mamãe comigo-go
4142,Loba,Estou a seu dispor-por
4143,Loba,Sem consequência de perigo-go
4144,Loba,Bem vestida em seu nylon-lon
4145,Loba,Me enredo em sua trança-ça
4146,Loba,Como Rapunzel pressinto-to
4147,Loba,Você já não é mais uma criança-ça
4148,Loba,"Oh!, oh!, índole de loba libidinosa!"
4149,Loba,Me abocanha na hora da mesa-sa
4150,Loba,Com seus olhos de olhar perdigueiro-ro
4151,Loba,Seus pais não sabem o que fizeram
4152,Loba,Um diabo sexy e traiçoeiro-ro
4153,Loba,"Oh!, oh! Índole de loba libidinosa!"
4154,Loba,Me abocanha
4155,Loteria Da Babilônia,Vai! Vai! Vai!
4156,Loteria Da Babilônia,E grita ao mundo
4157,Loteria Da Babilônia,Que você está certo
4158,Loteria Da Babilônia,Você aprendeu tudo
4159,Loteria Da Babilônia,Enquanto estava mudo
4160,Loteria Da Babilônia,Agora é necessário
4161,Loteria Da Babilônia,Gritar e cantar Rock
4162,Loteria Da Babilônia,E demonstrar o teorema da vida
4163,Loteria Da Babilônia,E os macetes do xadrez
4164,Loteria Da Babilônia,Do xadrez!...
4165,Loteria Da Babilônia,Você tem as respostas
4166,Loteria Da Babilônia,Das perguntas
4167,Loteria Da Babilônia,Resolveu as equações
4168,Loteria Da Babilônia,Que não sabia
4169,Loteria Da Babilônia,E já não tem mais nada
4170,Loteria Da Babilônia,O que fazer a não ser
4171,Loteria Da Babilônia,Verdades e verdades
4172,Loteria Da Babilônia,Mais verdades e verdades
4173,Loteria Da Babilônia,Para me dizer
4174,Loteria Da Babilônia,A declarar!...
4175,Loteria Da Babilônia,Tudo o que tinha
4176,Loteria Da Babilônia,Que ser chorado
4177,Loteria Da Babilônia,Já foi chorado
4178,Loteria Da Babilônia,Você já cumpriu
4179,Loteria Da Babilônia,Os doze trabalhos
4180,Loteria Da Babilônia,Reescreveu livros
4181,Loteria Da Babilônia,Dos séculos passados
4182,Loteria Da Babilônia,Assinou duplicatas
4183,Loteria Da Babilônia,Inventou baralhos...
4184,Loteria Da Babilônia,Passeou de dia
4185,Loteria Da Babilônia,E dormiu de noite
4186,Loteria Da Babilônia,Consertou vitrolas
4187,Loteria Da Babilônia,Para ouvir música
4188,Loteria Da Babilônia,Sabe trechos da Bíblia de cor
4189,Loteria Da Babilônia,Sabe receitas mágicas de amor...
4190,Loteria Da Babilônia,Conhece em Marte
4191,Loteria Da Babilônia,Um amigo antigo lavrador
4192,Loteria Da Babilônia,Que te ensinou a ter
4193,Loteria Da Babilônia,Do bom e do melhor
4194,Loteria Da Babilônia,Do melhor!...
4195,Loteria Da Babilônia,Mas o que você
4196,Loteria Da Babilônia,Não sabe por inteiro
4197,Loteria Da Babilônia,É como ganhar dinheiro
4198,Loteria Da Babilônia,Mas isso é fácil
4199,Loteria Da Babilônia,E você não vai parar
4200,Loteria Da Babilônia,Você não tem perguntas
4201,Loteria Da Babilônia,Prá fazer
4202,Loteria Da Babilônia,Porque só tem verdades
4203,Loteria Da Babilônia,Prá dizer
4204,Loteria Da Babilônia,A declarar!...
4205,Love Is Magick,Love is a cosmic magical number
4206,Love Is Magick,"Add, multiply and divide"
4207,Love Is Magick,Love is a cosmic magical number
4208,Love Is Magick,"Add, multiply and divide"
4209,Love Is Magick,Divide the number nine
4210,Love Is Magick,Add four and multiply
4211,Love Is Magick,Love is the answer
4212,Love Is Magick,"I am God spreading cancer,"
4213,Love Is Magick,"Under will, love is the law"
4214,Love Is Magick,Love is a cosmic magical number
4215,Love Is Magick,It's up to you to combine
4216,Love Is Magick,Love is a magick cosmical number
4217,Love Is Magick,"Add, multiply and divide"
4218,Love Is Magick,Divide the number nine
4219,Love Is Magick,Add four and multiply
4220,Love Is Magick,Love is the answer
4221,Love Is Magick,"I am God spreading cancer,"
4222,Love Is Magick,"Under will, love is the law"
4223,Love Is Magick,Love is magick
4224,Love Is Magick,Love is magick
4225,Love Is Magick,Love is magick
4226,Love Is Magick (II version),Love is a magick manifestation
4227,Love Is Magick (II version),Love is a magick flame
4228,Love Is Magick (II version),Love is a magick manifestation
4229,Love Is Magick (II version),Love is a sacred game
4230,Love Is Magick (II version),Yes
4231,Love Is Magick (II version),Love is a magick manifestation
4232,Love Is Magick (II version),Love is a magick flame
4233,Love Is Magick (II version),With the suns I go
4234,Love Is Magick (II version),"Like a new ""star"" I flow"
4235,Love Is Magick (II version),High! As the mountains
4236,Love Is Magick (II version),I'm gone
4237,Love Is Magick (II version),Deep! As the oceans
4238,Love Is Magick (II version),Making love
