,nome,verso
1080,Baby,"Não, não"
1081,Baby,Quem manda é o seu coração...
1082,Banquete de Lixo,Às 3 horas da manhã na cidade tão estranha
1083,Banquete de Lixo,Um palhaço teve a manha de um banquete apresentar
1084,Banquete de Lixo,E era um latão de lixo transbordando em Nova Iorque catchup e caviar
1085,Banquete de Lixo,"E eu dormindo embriagado, um par de coxas do meu lado"
1086,Banquete de Lixo,E eu sem saber se devia ou não tocar
1087,Banquete de Lixo,"Se era estrangeira, mãe, esposa ou outra besteira"
1088,Banquete de Lixo,Que eu inventei de aprontar
1089,Banquete de Lixo,O hoje é apenas um furo no futuro
1090,Banquete de Lixo,Por onde o passado começa a jorrar
1091,Banquete de Lixo,E eu aqui isolado onde nada é perdoado
1092,Banquete de Lixo,Vi o fim chamando o princípio pra poderem se encontrar
1093,Banquete de Lixo,"Fui levado na marra, pois enfermeiro quando agarra"
1094,Banquete de Lixo,É que nem ordem de prisão
1095,Banquete de Lixo,"A ambulância me esperava, e aí o que rolava, internamento e injeção"
1096,Banquete de Lixo,"E lá em Serra Pelada, ouro no meio do nada"
1097,Banquete de Lixo,Dor de barriga desgraçada resolveu me atacar
1098,Banquete de Lixo,O show estava começando e eu no escuro me apertando
1099,Banquete de Lixo,E autografando sem parar
1100,Banquete de Lixo,O hoje é apenas um furo no futuro
1101,Banquete de Lixo,Por onde o passado começa a jorrar
1102,Banquete de Lixo,E eu aqui isolado onde nada é perdoado
1103,Banquete de Lixo,Vi o fim chamando o princípio pra poderem se encontrar
1104,Banquete de Lixo,Muitas mulheres eu amei e com tantas me casei
1105,Banquete de Lixo,Mas agora é Raul Seixas que Raul vai encarar
1106,Banquete de Lixo,"Nem todo bem que conquistei, nem todo mal que eu causei"
1107,Banquete de Lixo,Me dão direito de poder lhe ensinar
1108,Banquete de Lixo,Meu amigo Marceleza já me disse com certeza
1109,Banquete de Lixo,Não sou nenhuma ficção
1110,Banquete de Lixo,E é assim torto de verdade com amor e com maldade
1111,Banquete de Lixo,Um abraço e até outra vez
1112,Barefoot Ballad,I want a barefoot ballad yes a barefoot ballad
1113,Barefoot Ballad,Won't you play for me a down home country song
1114,Barefoot Ballad,'Cause when I kick my shoes off and I kick my blues off
1115,Barefoot Ballad,With a barefoot ballad you just can't go wrong
1116,Barefoot Ballad,Give me a honk-tonk fiddle with a guitar in the middle and a melody
1117,Barefoot Ballad,Humming like a fountain swinging out on Smokey mountain
1118,Barefoot Ballad,I want a barefoot ballad yes a barefoot ballad
1119,Barefoot Ballad,Won't you play for me a down home country song
1120,Barefoot Ballad,'Cause when I kick my shoes off and I kick my blues off
1121,Barefoot Ballad,With a barefoot ballad you just can't go wrong
1122,Barefoot Ballad,Now the big toe's connected to the two toe
1123,Barefoot Ballad,And the two toe's connected to the three toe
1124,Barefoot Ballad,And the three toe's connected to the four toe
1125,Barefoot Ballad,And the four toe's connected to the five toe
1126,Barefoot Ballad,And the five toe and away we go
1127,Barefoot Ballad,I want a barefoot ballad yes a barefoot ballad
1128,Barefoot Ballad,Won't you play for me a down home country song
1129,Barefoot Ballad,'Cause when I kick my shoes off and I kick my blues off
1130,Barefoot Ballad,With a barefoot ballad you just can't go wrong
1131,Barefoot Ballad,Now the big toe's connected to the two toe
1132,Barefoot Ballad,And the two toe's connected to the three toe
1133,Barefoot Ballad,And the three toe's connected to the four toe
1134,Barefoot Ballad,And the four toe's connected to the five toe
1135,Barefoot Ballad,And the five toe and away we go
1136,Barefoot Ballad,I wanna barefoot ballad yes a barefoot ballad
1137,Barefoot Ballad,Won't you play for me a barefoot ballad song.
1138,Be-Bop-A-Lula,"Well be-bop-a-lula she's my baby,"
1139,Be-Bop-A-Lula,Be-bop-a-lula I don't mean maybe.
1140,Be-Bop-A-Lula,Be-bop-a-lula she's my baby
1141,Be-Bop-A-Lula,Be-bop-a-lula I don't mean maybe
1142,Be-Bop-A-Lula,"Be-bop-a-lula she's my baby, doll, my baby, doll, my baby, doll."
1143,Be-Bop-A-Lula,Well she's the girl in the red blue jeans.
1144,Be-Bop-A-Lula,She's the one that I know
1145,Be-Bop-A-Lula,She's the one that loves me so.
1146,Be-Bop-A-Lula,"Be-bop-a-lula she's my baby, doll, my baby, doll, my baby, doll."
1147,Be-Bop-A-Lula,Well she's the one that gots that beat.
1148,Be-Bop-A-Lula,She's the one with the flyin' feet.
1149,Be-Bop-A-Lula,She's the one that walks around the store.
1150,Be-Bop-A-Lula,She's the one that gets more more more.
1151,Be-Bop-A-Lula,Be-bop-a-lula she's my baby
1152,Be-Bop-A-Lula,"Be-bop-a-lula she's my baby,"
1153,Be-Bop-A-Lula,"Be-bop-a-lula, I don't mean maybe, maybe,"
1154,Be-Bop-A-Lula,"Be-bop-a-lula She's my baby,"
1155,Be-Bop-A-Lula,"Be-bop-a-lula, I don't mean maybe,"
1156,Be-Bop-A-Lula,"Be-bop-a-lula she's my baby, doll, my baby, doll, my baby, doll."
1157,Be-Bop-A-Lula,"My baby, doll, my baby, doll, my baby, doll."
1158,Best Seller,O Best Seller do momento
1159,Best Seller,É um livro agourento
1160,Best Seller,Que ninguém entende mas
1161,Best Seller,Todo mundo quer ler
1162,Best Seller,Ler pra ter cultura e como acabaram
1163,Best Seller,com a censura
1164,Best Seller,A mídia agora é o nosso Aiatolá
1165,Best Seller,"Ah, mas não se importe não"
1166,Best Seller,No final o bandido casa
1167,Best Seller,com o mocinho
1168,Best Seller,E o Best Seller vai pra
1169,Best Seller,milésima edição
1170,Best Seller,"Ah, mas não se importe não"
1171,Best Seller,No final o bandido casa
1172,Best Seller,com o mocinho
1173,Best Seller,E o Best Seller vai pra
1174,Best Seller,milésima edição
1175,Best Seller,O presidente conversa com Sting
1176,Best Seller,E é você quem não distingue
1177,Best Seller,Quais são os índios que vão
1178,Best Seller,tomar no Xingu
1179,Best Seller,Ai meu Deus que agonia
1180,Best Seller,Como toda essa pontaria
1181,Best Seller,A pomba escapa (e quem se ferra)
1182,Best Seller,E quem se ferra é o urubu
1183,Best Seller,"Ah, mas não se importe não"
1184,Best Seller,No final o bandido casa
1185,Best Seller,com o mocinho
1186,Best Seller,E o Best Seller vai pra
1187,Best Seller,milésima edição
1188,Best Seller,"Ah, mas não se importe não"
1189,Best Seller,No final o bandido casa
1190,Best Seller,com o mocinho
1191,Best Seller,E o Best Seller vai pra
1192,Best Seller,milésima edição
1193,Best Seller,Se já não existe inteligência
1194,Best Seller,Então vamos bater continência pra
1195,Best Seller,esse indício
1196,Best Seller,De resquício militar
1197,Best Seller,"(um, dois, três, quatro)"
1198,Best Seller,"E como é tudo a mesma merda,"
1199,Best Seller,Antes que chegue a vida eterna
1200,Best Seller,Eu vou pedir asilo ao Paraguai
1201,Best Seller,"Ah, mas não se importe não"
1202,Best Seller,No final o bandido casa
1203,Best Seller,com o mocinho
1204,Best Seller,E o Best Seller vai pra
1205,Best Seller,milésima edição...
1206,Blue Moon Of Kentucky,"Blue moon, blue moon, blue moon keeps shinning bright"
1207,Blue Moon Of Kentucky,Blue moon keeps on shinning bright
1208,Blue Moon Of Kentucky,She's gonna bring me back my baby tonight
1209,Blue Moon Of Kentucky,"Blue moon, keeps shinning bright"
1210,Blue Moon Of Kentucky,I say blue moon of kentucky
1211,Blue Moon Of Kentucky,Does on keep on shinning
1212,Blue Moon Of Kentucky,Shines on above this girl
1213,Blue Moon Of Kentucky,I let so blue
1214,Blue Moon Of Kentucky,I say blue moon of kentucky
1215,Blue Moon Of Kentucky,Does on keep on shinning
1216,Blue Moon Of Kentucky,Shines on above this girl
1217,Blue Moon Of Kentucky,I let so blue
1218,Blue Moon Of Kentucky,I wuz home with her last night
1219,Blue Moon Of Kentucky,Dying sunbright
1220,Blue Moon Of Kentucky,We'll have love
1221,Blue Moon Of Kentucky,Make it fine !
1222,Blue Moon Of Kentucky,Blue moon of kentucky does it keep on shinning
1223,Blue Moon Of Kentucky,Shine os above this girl
1224,Blue Moon Of Kentucky,I let so blue
1225,Blue Moon Of Kentucky,Quando olhei a terra ardendo
1226,Blue Moon Of Kentucky,Qual fogueira de São João
1227,Blue Moon Of Kentucky,"Eu perguntei, meu Deus do Céu, ai"
1228,Blue Moon Of Kentucky,Por que tamanha judiação?
1229,Blue Moon Of Kentucky,"Blue moon, blue moon, blue moon ..."
1230,Blue Suede Shoes,"Well, it's one for the money,"
1231,Blue Suede Shoes,"Two for the show,"
1232,Blue Suede Shoes,"Three to get ready,"
1233,Blue Suede Shoes,"Now go, cat, go."
1234,Blue Suede Shoes,But don't you step on my blue suede shoes.
1235,Blue Suede Shoes,You can do anything but lay off of my Blue suede shoes.
1236,Blue Suede Shoes,"Well, you can knock me down,"
1237,Blue Suede Shoes,"Step in my face,"
1238,Blue Suede Shoes,Slander my name
1239,Blue Suede Shoes,All over the place.
1240,Blue Suede Shoes,"Do anything that you want to do, but uh-uh,"
1241,Blue Suede Shoes,"Honey, lay off of my shoes"
1242,Blue Suede Shoes,Don't you step on my Blue suede shoes.
1243,Blue Suede Shoes,You can do anything but lay off of my blue suede shoes.
1244,Blue Suede Shoes,"You can burn my house,"
1245,Blue Suede Shoes,"Steal my car,"
1246,Blue Suede Shoes,Drink my liquor
1247,Blue Suede Shoes,From an old fruitjar.
1248,Blue Suede Shoes,"Do anything that you want to do, but uh-uh,"
1249,Blue Suede Shoes,"Honey, lay off of my shoes"
1250,Blue Suede Shoes,Don't you step on my blue suede shoes.
1251,Blue Suede Shoes,You can do anything but lay off of my blue suede shoes.
1252,Brincadeira,Brincadeira com o amor não dá certo meu bem
1253,Brincadeira,Eu não quero que você fique triste também
1254,Brincadeira,Como já fiquei
1255,Brincadeira,A primeira namorada que tive eu chorei
1256,Brincadeira,É por isso que lhe peço com o coração
1257,Brincadeira,Para não brincar
1258,Brincadeira,Eu gosto de você
1259,Brincadeira,Não quero nem pensar em lhe perder
1260,Brincadeira,Um beijinho de amor para recomeçar
1261,Brincadeira,Para sempre eu prometo que irei lhe adorar
1262,Brincadeira,Pare de brincar
1263,Brincadeira,Eu gosto de você
1264,Brincadeira,Não quero nem pensar em lhe perder
1265,Brincadeira,Um beijinho de amor para recomeçar
1266,Brincadeira,Para sempre eu prometo que irei lhe adorar
1267,Brincadeira,Pare de brincar
1268,Brincadeira,Pare de brincar
1269,Brincadeira,Pare de brincar
1270,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Bye bye, love"
1271,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Bye bye, happiness"
1272,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Hello, loneliness"
1273,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,I think I'm gonna cry
1274,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Bye bye, love"
1275,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Bye bye, sweet caress"
1276,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,Hello emptiness
1277,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,I feel like I could die
1278,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Bye bye, my love, goodbye"
1279,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,There goes my baby
1280,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,With someone new
1281,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,She sure looks happy
1282,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,But I sure am blue
1283,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,She was my baby
1284,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,'Till he stepped in
1285,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,Goodbye to romance
1286,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,That might have been
1287,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Bye bye, love"
1288,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Bye bye, happiness"
1289,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Hello, loneliness"
1290,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,I feel like I could die
1291,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Bye bye, my love, goodbye"
1292,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Well, be-bop-a-lula, she's my baby"
1293,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Be-bop-a-lula, I don't mean maybe"
1294,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Be-bop-a-lula, she's my baby"
1295,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Be-bop-a-lula, I don't mean maybe"
1296,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Be-bop-a-lula, she's my baby doll"
1297,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"My baby doll, my baby doll"
1298,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Well, she's the woman in the red blue jeans"
1299,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,She's the queen of all the teens
1300,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,She's the one woman I that know
1301,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,She's the one that loves me so
1302,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Be-bop-a-lula, she's my baby"
1303,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Be-bop-a-lula, I don't mean maybe"
1304,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Be-bop-a-lula, she's my baby doll"
1305,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"My baby doll, my baby doll"
1306,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,She's the woman in the red blue jeans
1307,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,She's the queen of all the teens
1308,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,She's the one woman I that know
1309,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,She's the one that loves me so
1310,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Be-bop-a-lula, she's my baby"
1311,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Be-bop-a-lula, I don't mean maybe, yes!"
1312,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Be-bop-a-lula, she's my baby doll"
1313,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"My baby doll, my baby doll"
1314,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"My baby doll, my baby doll, my baby doll"
1315,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,On a day like today
1316,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,We passed the time away
1317,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,Writing love letters in the sand
1318,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,How you laughed when I cried
1319,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,Each time I saw the tide
1320,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,Take our love letters from the sand
1321,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,You made a vow that you'll always be true
1322,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,But somehow that vow meant nothing to you
1323,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,Now my broken heart aches
1324,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,With every wave that breaks
1325,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,Over love letters in the sand
1326,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"I said, ""Hello, Mary Lou'"
1327,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Goodbye, heart"
1328,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,Sweet Mary Lou
1329,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,I'm so in love with you
1330,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,I knew Mary Lou
1331,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,We'd never part
1332,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"So, hello, Mary Lou"
1333,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Goodbye, heart"
1334,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,Passed me by one sunny day
1335,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,Flashed those big brown eyes my way
1336,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"And, wou! I wanted you forever more"
1337,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,Now I'm not one that gets around
1338,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,I swear my feet stuck to the ground
1339,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"That's all I had to do for me to say, say now!"
1340,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Hello, Mary Lou"
1341,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,Goodbye heart
1342,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,Sweet Mary Lou
1343,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,I'm so in love too
1344,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Hello, Mary Lou"
1345,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,We'd never part
1346,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"So, hello, Mary Lou"
1347,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,Goodbye heart
1348,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"I said, ""Hello, Mary Lou"""
1349,Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou,"Goodbye, heart"
1350,Cachorro Urubu,"Baby, essa estrada"
1351,Cachorro Urubu,é comprida
1352,Cachorro Urubu,Ela não tem saída
1353,Cachorro Urubu,É hora de acordar
1354,Cachorro Urubu,Pra ver o galo cantar
1355,Cachorro Urubu,Pro mundo inteiro escutar
1356,Cachorro Urubu,Baby a estória é a mesma
1357,Cachorro Urubu,Aprendi na quaresma
1358,Cachorro Urubu,Depois do carnaval
1359,Cachorro Urubu,A carne é algo mortal
1360,Cachorro Urubu,Com multa de avançar sinal
1361,Cachorro Urubu,Todo jornal que eu leio
1362,Cachorro Urubu,Me diz que a gente já era
1363,Cachorro Urubu,Que já não é mais primavera
1364,Cachorro Urubu,"Oh baby, oh baby"
1365,Cachorro Urubu,A gente ainda nem começou
1366,Cachorro Urubu,Baby o que houve na França
1367,Cachorro Urubu,Vai mudar nossa dança
1368,Cachorro Urubu,Sempre a mesma batalha
1369,Cachorro Urubu,Por um cigarro de palha
1370,Cachorro Urubu,Navio de cruzar deserto
1371,Cachorro Urubu,Todo jornal que eu leio
1372,Cachorro Urubu,Me diz que a gente já era
1373,Cachorro Urubu,Que já não é mais primavera
1374,Cachorro Urubu,"Oh, baby, oh baby"
1375,Cachorro Urubu,A gente ainda nem começou
1376,Cachorro Urubu,Baby isso só vai dar certo
1377,Cachorro Urubu,Se você ficar perto
1378,Cachorro Urubu,Eu sou índio Sioux
1379,Cachorro Urubu,Eu sou cachorro urubu
1380,Cachorro Urubu,Em guerra com Zéu!
1381,Cãimbra No Pé,Saiba esperto ou burro
1382,Cãimbra No Pé,Você vai morrer aqui
1383,Cãimbra No Pé,"Isso é um perigo eu sei,"
1384,Cãimbra No Pé,Mas esse é um país perigoso
1385,Cãimbra No Pé,Se você vacilar neguinho chupa
1386,Cãimbra No Pé,Sangue do pescoço
1387,Cãimbra No Pé,E lá se vão mais dois cc
1388,Cãimbra No Pé,"Essa rampa escorrega,"
1389,Cãimbra No Pé,"""but don't worry baby"""
1390,Cãimbra No Pé,Nós estamos aqui
1391,Cãimbra No Pé,Entre igrejas e cassinos
1392,Cãimbra No Pé,"e discursos tão cretinos,"
1393,Cãimbra No Pé,mesmo assim...
1394,Cãimbra No Pé,- são todos gente finíssima
1395,Cãimbra No Pé,Mas com eles ou sem nada
1396,Cãimbra No Pé,esse é o nosso país
1397,Cãimbra No Pé,Saiba esperto ou burro
1398,Cãimbra No Pé,Você vai morrer aqui
1399,Cãimbra No Pé,Isso é um perigo eu sei
1400,Cãimbra No Pé,Mas esse é um país perigoso
1401,Cãimbra No Pé,Se você vacilar neguinho chupa
1402,Cãimbra No Pé,Sangue do pescoço
1403,Cãimbra No Pé,Eu queria poder saber o que dizer
1404,Cãimbra No Pé,Pra lhe consolar
1405,Cãimbra No Pé,Mas meu sapato tá apertado e
1406,Cãimbra No Pé,Pisaram no meu calo
1407,Cãimbra No Pé,Sai pra lá
1408,Cãimbra No Pé,Não quero ser treinado como um
1409,Cãimbra No Pé,Doberman do sistema
1410,Cãimbra No Pé,Eu não quero ser treinado com um
1411,Cãimbra No Pé,Doberman desse esquema
1412,Cãimbra No Pé,"Nós gritamos um pouco,"
1413,Cãimbra No Pé,Quebramos algumas
1414,Cãimbra No Pé,"vidraças, mas tudo bem..."
1415,Cambalache,Que o mundo foi e será uma porcaria eu já sei
1416,Cambalache,Em 506 e em 2000 também
1417,Cambalache,"Que sempre houve ladrões, maquiavélicos e safados"
1418,Cambalache,"Contentes e frustrados, valores, confusão"
1419,Cambalache,Mas que o século XX é uma praga de maldade e lixo
1420,Cambalache,Já não há quem negue
1421,Cambalache,Vivemos atolados na lameira
1422,Cambalache,E no mesmo lodo todos manuseados
1423,Cambalache,Hoje em dia dá no mesmo ser direito que traidor
1424,Cambalache,"Ignorante, sábio, besta, pretensioso, afanador"
1425,Cambalache,"Tudo é igual, nada é melhor"
1426,Cambalache,É o mesmo um burro que um bom professor
1427,Cambalache,"Sem diferir, é sim senhor"
1428,Cambalache,Tanto no norte ou como no sul
1429,Cambalache,Se um vive na impostura e outro afana em sua
1430,Cambalache,Ambição
1431,Cambalache,"Dá no mesmo que seja padre, carvoeiro, rei de paus"
1432,Cambalache,Cara dura ou senador
1433,Cambalache,"Que falta de respeito, que afronta pra razão"
1434,Cambalache,"Qualquer é um senhor, qualquer é um ladrão"
1435,Cambalache,"Misturam-se Beethoven, Ringo Star e Napoleão"
1436,Cambalache,"Pio IX e D. João, John Lennon e San Martin"
1437,Cambalache,Igual como na frente da vitrine
1438,Cambalache,Esses bagunceiros se misturam à vida
1439,Cambalache,Feridos por um sabre já sem ponta
1440,Cambalache,Por chorar a bíblia junto ao aquecedor
1441,Cambalache,"Século XX cambalache, problemático e febril"
1442,Cambalache,O que não chora não mama
1443,Cambalache,Quem não rouba é um imbecil
1444,Cambalache,"Já não dá mais, força que dá"
1445,Cambalache,Que lá no inferno nos vão encontrar
1446,Cambalache,"Não penses mais, senta-te ao lado"
1447,Cambalache,Que a ninguém importa se nasceste honrado
1448,Cambalache,Se é o mesmo que trabalha noite e dia como um boi
1449,Cambalache,"Se é o que vive na fartura, se é o que mata, se é o"
1450,Cambalache,Que cura
1451,Cambalache,Ou mesmo fora-da-lei
1452,Caminhos,Você me pergunta
1453,Caminhos,Aonde eu quero chegar
1454,Caminhos,Se há tantos caminhos na vida
1455,Caminhos,E pouca esperança no ar
1456,Caminhos,E até a gaivota que voa
1457,Caminhos,Já tem seu caminho no ar
1458,Caminhos,O caminho do fogo é a água
1459,Caminhos,O caminho do barco é o porto
1460,Caminhos,O do sangue é o chicote
1461,Caminhos,O caminho do reto é o torto
1462,Caminhos,O caminho do bruxo é a nuvem
1463,Caminhos,O da nuvem é o espaço
1464,Caminhos,O da luz é o túnel
1465,Caminhos,O caminho da fera é o laço
1466,Caminhos,O caminho da mão é o punhal
1467,Caminhos,O do santo é o deserto
1468,Caminhos,O do carro é o sinal
1469,Caminhos,O do errado é o certo
1470,Caminhos,O caminho do verde é o cinzento
1471,Caminhos,O do amor é o destino
1472,Caminhos,O do cesto é o cento
1473,Caminhos,O caminho do velho é o menino
1474,Caminhos,O da água é a sede
1475,Caminhos,O caminho do frio é o inverno
1476,Caminhos,O do peixe é a rede
1477,Caminhos,O do vil é o inferno
1478,Caminhos,O caminho do risco é o sucesso
1479,Caminhos,O do acaso é a sorte
1480,Caminhos,O da dor é o amigo
1481,Caminhos,O caminho da vida é a morte!
1482,Caminhos,E você ainda me pergunta
1483,Caminhos,Aonde é que eu quero chegar
1484,Caminhos,Se há tantos caminhos na vida
1485,Caminhos,E pouquíssima esperança no ar!
1486,Caminhos,E até a gaivota que voa
1487,Caminhos,Já tem seu caminho no ar!
1488,Caminhos,O caminho do risco é o sucesso
1489,Caminhos,O acaso é a sorte
1490,Caminhos,O da dor é o amigo
1491,Caminhos,O caminho da vida é a morte!
1492,Caminhos II,Assim como
1493,Caminhos II,Todas as portas são diferentes
1494,Caminhos II,Aparentemente
1495,Caminhos II,Todos os caminhos são diferentes
1496,Caminhos II,Mas vão dar todos no mesmo lugar
1497,Caminhos II,Sim
1498,Caminhos II,O caminho do fogo é a água
1499,Caminhos II,Assim como
1500,Caminhos II,O caminho do barco é o porto
1501,Caminhos II,O caminho do sangue é o chicote
1502,Caminhos II,Assim como
1503,Caminhos II,O caminho de reto é o torto
1504,Caminhos II,O caminho do risco é o sucesso
1505,Caminhos II,Assim como
1506,Caminhos II,O caminho do acaso é a sorte
1507,Caminhos II,O caminho da dor é o amigo
1508,Caminhos II,O caminho da vida é a morte
1509,Can't Help Falling In Love,"Wise men say, only fools rush in"
1510,Can't Help Falling In Love,"But I can't help, Falling in love with you"
1511,Can't Help Falling In Love,Shall I stay?
1512,Can't Help Falling In Love,Would it be a sin?
1513,Can't Help Falling In Love,"If i can't help, Falling in love with you."
1514,Can't Help Falling In Love,"Like a river flows, surely to the sea"
1515,Can't Help Falling In Love,"Darling so it goes, somethings are meant to be"
1516,Can't Help Falling In Love,"Take my hand, take my whole life too"
1517,Can't Help Falling In Love,"For I can't help, Falling in love with you"
1518,Can't Help Falling In Love,"Like a river flows, surely to the sea"
1519,Can't Help Falling In Love,"Darling so it goes, somethings are meant to be"
